Flustered redux.	http://corneliusbear.blogspot.com/2004/08/flustered-redux.html	2004-08-09T01:37:00.000-07:00
Flustered.	http://corneliusbear.blogspot.com/2004/08/flustered.html	2004-08-08T19:16:00.000-07:00
The joys of angling.	http://corneliusbear.blogspot.com/2004/08/joys-of-angling.html	2004-08-04T23:43:00.000-07:00
Well, I&#39;ll be!	http://corneliusbear.blogspot.com/2004/08/well-ill-be.html	2004-08-03T14:48:00.000-07:00
Lunch with Waterbury	http://corneliusbear.blogspot.com/2004/08/lunch-with-waterbury.html	2004-07-31T02:13:00.000-07:00
A remarkable addition to the neighborhood. 	http://corneliusbear.blogspot.com/2004/07/remarkable-addition-to-neighborhood.html	2004-07-29T15:56:00.000-07:00
The poor eyes	http://corneliusbear.blogspot.com/2004/07/poor-eyes.html	2004-07-25T14:48:00.000-07:00
The Tree is Watered.	http://corneliusbear.blogspot.com/2004/07/tree-is-watered.html	2004-07-23T18:45:00.000-07:00
What to wear...	http://corneliusbear.blogspot.com/2004/07/what-to-wear.html	2004-07-21T13:39:00.000-07:00
A Machiavellian Decision.	http://corneliusbear.blogspot.com/2004/07/machiavellian-decision.html	2004-07-20T18:40:00.000-07:00
What To Do With The Winnings.	http://corneliusbear.blogspot.com/2004/07/what-to-do-with-winnings.html	2004-07-18T02:25:00.000-07:00
Dirty Pool	http://corneliusbear.blogspot.com/2004/07/dirty-pool.html	2004-07-17T01:22:00.000-07:00
A bit of an underhanded visit. 	http://corneliusbear.blogspot.com/2004/07/bit-of-underhanded-visit.html	2004-07-14T18:38:00.000-07:00
The 1845	http://corneliusbear.blogspot.com/2004/07/1845.html	2004-07-13T01:55:00.000-07:00
Rematch.	http://corneliusbear.blogspot.com/2004/07/rematch.html	2004-07-11T02:13:00.000-07:00
A Sudden Flush. 	http://corneliusbear.blogspot.com/2004/07/sudden-flush.html	2004-07-10T01:02:00.000-07:00
An Uncommon Indulgence.	http://corneliusbear.blogspot.com/2004/07/uncommon-indulgence.html	2004-07-07T21:18:00.000-07:00
A Kitchen of One&#39;s Own.	http://corneliusbear.blogspot.com/2004/07/kitchen-of-ones-own.html	2004-07-06T14:51:00.000-07:00
Le Danse Macabre	http://corneliusbear.blogspot.com/2004/07/le-danse-macabre.html	2004-07-05T21:57:00.000-07:00
That Lauren Graham. 	http://corneliusbear.blogspot.com/2004/07/that-lauren-graham.html	2004-07-03T20:26:00.000-07:00
The 12-hour Shift.	http://corneliusbear.blogspot.com/2004/07/12-hour-shift.html	2004-07-02T03:39:00.000-07:00
Drat, I Have Read More Bryson.	http://corneliusbear.blogspot.com/2004/07/drat-i-have-read-more-bryson.html	2004-07-02T01:12:00.000-07:00
The New Bryson	http://corneliusbear.blogspot.com/2004/07/new-bryson.html	
